mark_id,student_id,subject_id,marks_obtained,total_marks
1359,272,44,58,100
1360,272,45,95,100
1361,273,51,89,100
1362,273,52,88,100
1363,273,53,22,100
1364,273,54,53,100
1365,273,55,85,100
1366,274,36,29,100
1367,274,37,51,100
1368,274,38,77,100
1369,274,39,43,100
1370,274,40,82,100
1371,275,11,95,100
1372,275,12,66,100
1373,275,13,32,100
1374,275,14,44,100
1375,275,15,81,100
1376,276,26,89,100
1377,276,27,55,100
1378,276,28,97,100
1379,276,29,95,100
1380,276,30,32,100
1381,277,56,81,100
1382,277,57,86,100
1383,277,58,51,100
1384,277,59,62,100
1385,277,60,46,100
1386,278,16,27,100
1387,278,17,100,100
1388,278,18,45,100
1389,278,19,32,100
1390,278,20,47,100
1391,279,56,35,100
1392,279,57,78,100
1393,279,58,81,100
1394,279,59,27,100
1395,279,60,65,100
1396,280,51,24,100
1397,280,52,31,100
1398,280,53,95,100
1399,280,54,38,100
1400,280,55,23,100
1401,281,51,76,100
1402,281,52,34,100
1403,281,53,51,100
1404,281,54,74,100
1405,281,55,22,100
1406,282,26,30,100
1407,282,27,70,100
1408,282,28,35,100
1409,282,29,22,100
1410,282,30,53,100
1411,283,31,42,100
1412,283,32,100,100
1413,283,33,69,100
1414,283,34,46,100
1415,283,35,55,100
1416,284,6,40,100
1417,284,7,54,100
1418,284,8,62,100
1419,284,9,79,100
1420,284,10,84,100
1421,285,21,54,100
1422,285,22,34,100
1423,285,23,52,100
1424,285,24,68,100
1425,285,25,58,100
1426,286,51,90,100
1427,286,52,20,100
1428,286,53,73,100
1429,286,54,22,100
1430,286,55,58,100
1431,287,1,39,100
1432,287,2,58,100
1433,287,3,71,100
1434,287,4,77,100
1435,287,5,31,100
1436,288,26,30,100
1437,288,27,53,100
1438,288,28,94,100
1439,288,29,93,100
1440,288,30,61,100
1441,289,56,31,100
1442,289,57,39,100
1443,289,58,79,100
1444,289,59,95,100
1445,289,60,42,100
1446,290,36,100,100
1447,290,37,23,100
1448,290,38,74,100
1449,290,39,91,100
1450,290,40,54,100
1451,291,41,35,100
1452,291,42,86,100
1453,291,43,73,100
1454,291,44,59,100
1455,291,45,70,100
1456,292,41,21,100
1457,292,42,77,100
1458,292,43,95,100
1459,292,44,40,100
1460,292,45,46,100
1461,293,51,65,100
1462,293,52,57,100
1463,293,53,42,100
1464,293,54,79,100
1465,293,55,33,100
1466,294,6,56,100
1467,294,7,62,100
1468,294,8,72,100
1469,294,9,31,100
1470,294,10,73,100
1471,295,31,62,100
1472,295,32,23,100
1473,295,33,94,100
1474,295,34,41,100
1475,295,35,42,100
1476,296,1,32,100
1477,296,2,51,100
1478,296,3,51,100
1479,296,4,80,100
1480,296,5,59,100
1481,297,56,89,100
1482,297,57,71,100
1483,297,58,86,100
1484,297,59,59,100
1485,297,60,21,100
1486,298,11,100,100
1487,298,12,96,100
1488,298,13,22,100
1489,298,14,42,100
1490,298,15,73,100
1491,299,36,77,100
1492,299,37,83,100
1493,299,38,35,100
1494,299,39,72,100
1495,299,40,50,100
1496,300,46,62,100
1497,300,47,28,100
1498,300,48,26,100
1499,300,49,26,100
1500,300,50,89,100
1501,301,51,65,100
1502,301,52,89,100
1503,301,53,71,100
1504,301,54,71,100
1505,301,55,57,100
1506,302,16,33,100
1507,302,17,27,100
1508,302,18,85,100
1509,302,19,38,100
1510,302,20,88,100
1511,303,6,59,100
1512,303,7,49,100
1513,303,8,46,100
1514,303,9,43,100
1515,303,10,71,100
1516,304,31,66,100
1517,304,32,60,100
1518,304,33,29,100
1519,304,34,25,100
1520,304,35,35,100
1521,305,21,51,100
1522,305,22,80,100
1523,305,23,34,100
1524,305,24,75,100
1525,305,25,44,100
1526,306,11,56,100
1527,306,12,20,100
1528,306,13,22,100
1529,306,14,30,100
1530,306,15,84,100
1531,307,1,72,100
1532,307,2,50,100
1533,307,3,97,100
1534,307,4,20,100
1535,307,5,81,100
1536,308,46,32,100
1537,308,47,38,100
1538,308,48,38,100
1539,308,49,56,100
1540,308,50,93,100
1541,309,26,98,100
1542,309,27,29,100
1543,309,28,70,100
1544,309,29,35,100
1545,309,30,29,100
1546,310,36,34,100
1547,310,37,34,100
1548,310,38,25,100
1549,310,39,30,100
1550,310,40,53,100
1551,311,11,27,100
1552,311,12,33,100
1553,311,13,27,100
1554,311,14,87,100
1555,311,15,80,100
1556,312,1,77,100
1557,312,2,20,100
1558,312,3,21,100
1559,312,4,22,100
1560,312,5,83,100
1561,313,56,58,100
1562,313,57,61,100
1563,313,58,36,100
1564,313,59,76,100
1565,313,60,38,100
1566,314,36,22,100
1567,314,37,45,100
1568,314,38,24,100
1569,314,39,81,100
1570,314,40,88,100
1571,315,11,73,100
1572,315,12,53,100
1573,315,13,89,100
1574,315,14,49,100
1575,315,15,30,100
1576,316,16,41,100
1577,316,17,80,100
1578,316,18,25,100
1579,316,19,79,100
1580,316,20,24,100
1581,317,51,60,100
1582,317,52,28,100
1583,317,53,84,100
1584,317,54,25,100
1585,317,55,57,100
1586,318,26,67,100
1587,318,27,53,100
1588,318,28,41,100
1589,318,29,92,100
1590,318,30,32,100
1591,319,31,25,100
1592,319,32,87,100
1593,319,33,52,100
1594,319,34,86,100
1595,319,35,52,100
1596,320,56,89,100
1597,320,57,51,100
1598,320,58,39,100
1599,320,59,63,100
1600,320,60,68,100
1601,321,6,41,100
1602,321,7,84,100
1603,321,8,42,100
1604,321,9,42,100
1605,321,10,24,100
1606,322,11,37,100
1607,322,12,56,100
1608,322,13,71,100
1609,322,14,49,100
1610,322,15,25,100
1611,323,31,66,100
1612,323,32,98,100
1613,323,33,87,100
1614,323,34,89,100
1615,323,35,47,100
1616,324,26,55,100
1617,324,27,81,100
1618,324,28,25,100
1619,324,29,67,100
1620,324,30,76,100
1621,325,46,84,100
1622,325,47,53,100
1623,325,48,69,100
1624,325,49,54,100
1625,325,50,90,100
1626,326,31,69,100
1627,326,32,34,100
1628,326,33,65,100
1629,326,34,24,100
1630,326,35,94,100
1631,327,41,77,100
1632,327,42,52,100
1633,327,43,39,100
1634,327,44,39,100
1635,327,45,46,100
1636,328,51,33,100
1637,328,52,60,100
1638,328,53,24,100
1639,328,54,34,100
1640,328,55,63,100
1641,329,36,21,100
1642,329,37,96,100
1643,329,38,35,100
1644,329,39,75,100
1645,329,40,68,100
1646,330,11,22,100
1647,330,12,70,100
1648,330,13,82,100
1649,330,14,38,100
1650,330,15,79,100
1651,331,51,62,100
1652,331,52,51,100
1653,331,53,48,100
1654,331,54,67,100
1655,331,55,38,100
1656,332,46,82,100
1657,332,47,75,100
1658,332,48,83,100
1659,332,49,66,100
1660,332,50,63,100
1661,333,11,81,100
1662,333,12,45,100
1663,333,13,93,100
1664,333,14,33,100
1665,333,15,82,100
1666,334,11,53,100
1667,334,12,66,100
1668,334,13,68,100
1669,334,14,31,100
1670,334,15,62,100
1671,335,26,24,100
1672,335,27,63,100
1673,335,28,54,100
1674,335,29,84,100
1675,335,30,36,100
1676,336,6,76,100
1677,336,7,37,100
1678,336,8,78,100
1679,336,9,34,100
1680,336,10,36,100
1681,337,6,57,100
1682,337,7,72,100
1683,337,8,75,100
1684,337,9,76,100
1685,337,10,96,100
1686,338,6,57,100
1687,338,7,21,100
1688,338,8,33,100
1689,338,9,31,100
1690,338,10,31,100
1691,339,26,97,100
1692,339,27,74,100
1693,339,28,38,100
1694,339,29,47,100
1695,339,30,88,100
1696,340,31,34,100
1697,340,32,23,100
1698,340,33,51,100
1699,340,34,97,100
1700,340,35,34,100
1701,341,46,64,100
1702,341,47,66,100
1703,341,48,97,100
1704,341,49,89,100
1705,341,50,43,100
1706,342,1,49,100
1707,342,2,99,100
1708,342,3,59,100
1709,342,4,20,100
1710,342,5,78,100
1711,343,41,50,100
1712,343,42,28,100
1713,343,43,29,100
1714,343,44,97,100
1715,343,45,70,100
1716,344,51,81,100
1717,344,52,35,100
1718,344,53,35,100
1719,344,54,90,100
1720,344,55,31,100
1721,345,16,65,100
1722,345,17,100,100
1723,345,18,33,100
1724,345,19,77,100
1725,345,20,28,100
1726,346,6,81,100
1727,346,7,31,100
1728,346,8,44,100
1729,346,9,72,100
1730,346,10,29,100
1731,347,46,25,100
1732,347,47,58,100
1733,347,48,76,100
1734,347,49,52,100
1735,347,50,98,100
1736,348,11,59,100
1737,348,12,82,100
1738,348,13,76,100
1739,348,14,49,100
1740,348,15,38,100
1741,349,36,92,100
1742,349,37,95,100
1743,349,38,71,100
1744,349,39,100,100
1745,349,40,26,100
1746,350,51,46,100
1747,350,52,81,100
1748,350,53,25,100
1749,350,54,40,100
1750,350,55,29,100
1751,351,16,73,100
1752,351,17,99,100
1753,351,18,69,100
1754,351,19,70,100
1755,351,20,76,100
1756,352,21,80,100
1757,352,22,88,100
1758,352,23,73,100
1759,352,24,71,100
1760,352,25,71,100
1761,353,6,29,100
1762,353,7,95,100
1763,353,8,24,100
1764,353,9,27,100
1765,353,10,83,100
1766,354,26,80,100
1767,354,27,50,100
1768,354,28,62,100
1769,354,29,68,100
1770,354,30,51,100
1771,355,16,43,100
1772,355,17,30,100
1773,355,18,44,100
1774,355,19,40,100
1775,355,20,70,100
1776,356,36,89,100
1777,356,37,81,100
1778,356,38,77,100
1779,356,39,42,100
1780,356,40,83,100
1781,357,16,31,100
1782,357,17,64,100
1783,357,18,41,100
1784,357,19,47,100
1785,357,20,30,100
1786,358,46,36,100
1787,358,47,32,100
1788,358,48,56,100
1789,358,49,49,100
1790,358,50,26,100
1791,359,56,57,100
1792,359,57,57,100
1793,359,58,73,100
1794,359,59,50,100
1795,359,60,100,100
1796,360,56,35,100
1797,360,57,67,100
1798,360,58,96,100
1799,360,59,39,100
1800,360,60,27,100
1801,361,36,54,100
1802,361,37,41,100
1803,361,38,62,100
1804,361,39,72,100
1805,361,40,54,100
1806,362,36,83,100
1807,362,37,59,100
1808,362,38,26,100
1809,362,39,58,100
1810,362,40,90,100
1811,363,41,74,100
1812,363,42,41,100
1813,363,43,98,100
1814,363,44,42,100
1815,363,45,39,100
1816,364,36,65,100
1817,364,37,49,100
1818,364,38,100,100
1819,364,39,23,100
1820,364,40,91,100
1821,365,1,42,100
1822,365,2,63,100
1823,365,3,58,100
1824,365,4,65,100
1825,365,5,20,100
1826,366,21,52,100
1827,366,22,31,100
1828,366,23,72,100
1829,366,24,78,100
1830,366,25,50,100
1831,367,1,36,100
1832,367,2,99,100
1833,367,3,62,100
1834,367,4,30,100
1835,367,5,33,100
1836,368,6,91,100
1837,368,7,93,100
1838,368,8,67,100
1839,368,9,33,100
1840,368,10,79,100
1841,369,31,56,100
1842,369,32,63,100
1843,369,33,22,100
1844,369,34,80,100
1845,369,35,32,100
1846,370,16,92,100
1847,370,17,40,100
1848,370,18,73,100
1849,370,19,26,100
1850,370,20,49,100
1851,371,21,35,100
1852,371,22,32,100
1853,371,23,72,100
1854,371,24,40,100
1855,371,25,54,100
1856,372,1,23,100
1857,372,2,82,100
1858,372,3,81,100
1859,372,4,50,100
1860,372,5,39,100
1861,373,16,91,100
1862,373,17,88,100
1863,373,18,26,100
1864,373,19,85,100
1865,373,20,74,100
1866,374,51,99,100
1867,374,52,27,100
1868,374,53,90,100
1869,374,54,28,100
1870,374,55,29,100
1871,375,1,20,100
1872,375,2,46,100
1873,375,3,31,100
1874,375,4,35,100
1875,375,5,60,100
1876,376,56,76,100
1877,376,57,96,100
1878,376,58,84,100
1879,376,59,39,100
1880,376,60,97,100
1881,377,11,73,100
1882,377,12,80,100
1883,377,13,50,100
1884,377,14,78,100
1885,377,15,84,100
1886,378,1,82,100
1887,378,2,87,100
1888,378,3,83,100
1889,378,4,40,100
1890,378,5,69,100
1891,379,31,27,100
1892,379,32,32,100
1893,379,33,38,100
1894,379,34,39,100
1895,379,35,64,100
1896,380,46,99,100
1897,380,47,27,100
1898,380,48,28,100
1899,380,49,49,100
1900,380,50,79,100
1901,381,41,57,100
1902,381,42,68,100
1903,381,43,87,100
1904,381,44,55,100
1905,381,45,97,100
1906,382,21,66,100
1907,382,22,70,100
1908,382,23,40,100
1909,382,24,75,100
1910,382,25,38,100
1911,383,36,42,100
1912,383,37,68,100
1913,383,38,86,100
1914,383,39,88,100
1915,383,40,27,100
1916,384,41,36,100
1917,384,42,30,100
1918,384,43,75,100
1919,384,44,39,100
1920,384,45,73,100
1921,385,51,68,100
1922,385,52,59,100
1923,385,53,70,100
1924,385,54,51,100
1925,385,55,56,100
1926,386,26,99,100
1927,386,27,85,100
1928,386,28,92,100
1929,386,29,54,100
1930,386,30,34,100
1931,387,36,85,100
1932,387,37,22,100
1933,387,38,26,100
1934,387,39,92,100
1935,387,40,43,100
1936,388,56,53,100
1937,388,57,42,100
1938,388,58,36,100
1939,388,59,97,100
1940,388,60,24,100
1941,389,31,36,100
1942,389,32,25,100
1943,389,33,50,100
1944,389,34,65,100
1945,389,35,56,100
1946,390,51,57,100
1947,390,52,53,100
1948,390,53,34,100
1949,390,54,75,100
1950,390,55,20,100
1951,391,41,20,100
1952,391,42,62,100
1953,391,43,70,100
1954,391,44,40,100
1955,391,45,89,100
1956,392,56,47,100
1957,392,57,77,100
1958,392,58,99,100
1959,392,59,22,100
1960,392,60,74,100
1961,393,11,27,100
1962,393,12,82,100
1963,393,13,61,100
1964,393,14,64,100
1965,393,15,31,100
1966,394,56,68,100
1967,394,57,31,100
1968,394,58,39,100
1969,394,59,53,100
1970,394,60,77,100
1971,395,36,37,100
1972,395,37,56,100
1973,395,38,63,100
1974,395,39,74,100
1975,395,40,42,100
1976,396,26,74,100
1977,396,27,50,100
1978,396,28,83,100
1979,396,29,85,100
1980,396,30,36,100
1981,397,6,52,100
1982,397,7,100,100
1983,397,8,32,100
1984,397,9,32,100
1985,397,10,84,100
1986,398,26,35,100
1987,398,27,35,100
1988,398,28,93,100
1989,398,29,33,100
1990,398,30,32,100
1991,399,46,65,100
1992,399,47,81,100
1993,399,48,77,100
1994,399,49,68,100
1995,399,50,67,100
1996,400,26,94,100
1997,400,27,27,100
1998,400,28,44,100
1999,400,29,21,100
2000,400,30,47,100
2001,401,31,22,100
2002,401,32,26,100
2003,401,33,63,100
2004,401,34,31,100
2005,401,35,50,100
2006,402,41,89,100
2007,402,42,62,100
2008,402,43,59,100
2009,402,44,48,100
2010,402,45,75,100
2011,403,1,40,100
2012,403,2,57,100
2013,403,3,22,100
2014,403,4,48,100
2015,403,5,65,100
2016,404,1,39,100
2017,404,2,40,100
2018,404,3,70,100
2019,404,4,21,100
2020,404,5,22,100
2021,405,6,56,100
2022,405,7,61,100
2023,405,8,24,100
2024,405,9,48,100
2025,405,10,67,100
2026,406,11,96,100
2027,406,12,20,100
2028,406,13,43,100
2029,406,14,30,100
2030,406,15,88,100
2031,407,56,48,100
2032,407,57,81,100
2033,407,58,70,100
2034,407,59,76,100
2035,407,60,61,100
2036,408,6,79,100
2037,408,7,59,100
2038,408,8,62,100
2039,408,9,94,100
2040,408,10,89,100
2041,409,31,93,100
2042,409,32,68,100
2043,409,33,44,100
2044,409,34,59,100
2045,409,35,35,100
2046,410,36,73,100
2047,410,37,59,100
2048,410,38,34,100
2049,410,39,53,100
2050,410,40,52,100
2051,411,1,54,100
2052,411,2,88,100
2053,411,3,20,100
2054,411,4,56,100
2055,411,5,91,100
2056,412,6,41,100
2057,412,7,59,100
2058,412,8,23,100
2059,412,9,71,100
2060,412,10,92,100
2061,413,26,100,100
2062,413,27,87,100
2063,413,28,25,100
2064,413,29,22,100
2065,413,30,83,100
2066,414,46,62,100
2067,414,47,95,100
2068,414,48,74,100
2069,414,49,20,100
2070,414,50,78,100
2071,415,56,83,100
2072,415,57,43,100
2073,415,58,73,100
2074,415,59,56,100
2075,415,60,26,100
2076,416,11,50,100
2077,416,12,48,100
2078,416,13,30,100
2079,416,14,47,100
2080,416,15,48,100
2081,417,26,70,100
2082,417,27,98,100
2083,417,28,92,100
2084,417,29,94,100
2085,417,30,73,100
2086,418,46,66,100
2087,418,47,66,100
2088,418,48,21,100
2089,418,49,56,100
2090,418,50,30,100
2091,419,46,54,100
2092,419,47,20,100
2093,419,48,90,100
2094,419,49,53,100
2095,419,50,37,100
2096,420,26,79,100
2097,420,27,34,100
2098,420,28,56,100
2099,420,29,70,100
2100,420,30,72,100
2101,421,56,81,100
2102,421,57,42,100
2103,421,58,51,100
2104,421,59,77,100
2105,421,60,55,100
2106,422,16,41,100
2107,422,17,80,100
2108,422,18,47,100
2109,422,19,76,100
2110,422,20,79,100
2111,423,1,99,100
2112,423,2,65,100
2113,423,3,99,100
2114,423,4,95,100
2115,423,5,62,100
2116,424,51,90,100
2117,424,52,97,100
2118,424,53,94,100
2119,424,54,89,100
2120,424,55,82,100
2121,425,6,33,100
2122,425,7,80,100
2123,425,8,23,100
2124,425,9,42,100
2125,425,10,73,100
2126,426,11,56,100
2127,426,12,95,100
2128,426,13,35,100
2129,426,14,27,100
2130,426,15,100,100
2131,427,6,77,100
2132,427,7,94,100
2133,427,8,46,100
2134,427,9,69,100
2135,427,10,30,100
2136,428,1,73,100
2137,428,2,47,100
2138,428,3,90,100
2139,428,4,84,100
2140,428,5,30,100
2141,429,26,36,100
2142,429,27,24,100
2143,429,28,88,100
2144,429,29,95,100
2145,429,30,51,100
2146,430,51,33,100
2147,430,52,39,100
2148,430,53,96,100
2149,430,54,74,100
2150,430,55,98,100
2151,431,41,40,100
2152,431,42,32,100
2153,431,43,62,100
2154,431,44,81,100
2155,431,45,31,100
2156,432,51,32,100
2157,432,52,86,100
2158,432,53,63,100
2159,432,54,79,100
2160,432,55,75,100
2161,433,51,24,100
2162,433,52,54,100
2163,433,53,26,100
2164,433,54,75,100
2165,433,55,64,100
2166,434,51,61,100
2167,434,52,75,100
2168,434,53,92,100
2169,434,54,68,100
2170,434,55,71,100
2171,435,6,85,100
2172,435,7,27,100
2173,435,8,66,100
2174,435,9,71,100
2175,435,10,87,100
2176,436,46,80,100
2177,436,47,80,100
2178,436,48,56,100
2179,436,49,62,100
2180,436,50,22,100
2181,437,21,73,100
2182,437,22,24,100
2183,437,23,67,100
2184,437,24,22,100
2185,437,25,64,100
2186,438,1,62,100
2187,438,2,99,100
2188,438,3,31,100
2189,438,4,88,100
2190,438,5,52,100
2191,439,1,71,100
2192,439,2,93,100
2193,439,3,83,100
2194,439,4,71,100
2195,439,5,62,100
2196,440,36,35,100
2197,440,37,83,100
2198,440,38,83,100
2199,440,39,47,100
2200,440,40,90,100
2201,441,21,22,100
2202,441,22,27,100
2203,441,23,59,100
2204,441,24,29,100
2205,441,25,49,100
2206,442,21,77,100
2207,442,22,38,100
2208,442,23,90,100
2209,442,24,46,100
2210,442,25,36,100
2211,443,16,48,100
2212,443,17,34,100
2213,443,18,98,100
2214,443,19,43,100
2215,443,20,20,100
2216,444,51,94,100
2217,444,52,45,100
2218,444,53,57,100
2219,444,54,72,100
2220,444,55,77,100
2221,445,11,50,100
2222,445,12,26,100
2223,445,13,22,100
2224,445,14,66,100
2225,445,15,31,100
2226,446,41,50,100
2227,446,42,38,100
2228,446,43,73,100
2229,446,44,41,100
2230,446,45,52,100
2231,447,31,23,100
2232,447,32,86,100
2233,447,33,48,100
2234,447,34,51,100
2235,447,35,65,100
2236,448,26,73,100
2237,448,27,29,100
2238,448,28,99,100
2239,448,29,64,100
2240,448,30,33,100
2241,449,31,84,100
2242,449,32,55,100
2243,449,33,51,100
2244,449,34,49,100
2245,449,35,48,100
2246,450,6,74,100
2247,450,7,84,100
2248,450,8,66,100
2249,450,9,70,100
2250,450,10,56,100
2251,451,31,78,100
2252,451,32,83,100
2253,451,33,67,100
2254,451,34,80,100
2255,451,35,71,100
2256,452,6,52,100
2257,452,7,27,100
2258,452,8,63,100
2259,452,9,28,100
2260,452,10,55,100
2261,453,26,30,100
2262,453,27,37,100
2263,453,28,51,100
2264,453,29,41,100
2265,453,30,71,100
2266,454,6,72,100
2267,454,7,90,100
2268,454,8,74,100
2269,454,9,95,100
2270,454,10,37,100
2271,455,16,71,100
2272,455,17,81,100
2273,455,18,49,100
2274,455,19,65,100
2275,455,20,84,100
2276,456,16,84,100
2277,456,17,53,100
2278,456,18,22,100
2279,456,19,88,100
2280,456,20,68,100
2281,457,6,90,100
2282,457,7,25,100
2283,457,8,68,100
2284,457,9,89,100
2285,457,10,49,100
2286,458,16,93,100
2287,458,17,97,100
2288,458,18,77,100
2289,458,19,36,100
2290,458,20,88,100
2291,459,21,79,100
2292,459,22,50,100
2293,459,23,50,100
2294,459,24,36,100
2295,459,25,46,100
2296,460,6,77,100
2297,460,7,94,100
2298,460,8,78,100
2299,460,9,74,100
2300,460,10,40,100
2301,461,26,24,100
2302,461,27,45,100
2303,461,28,72,100
2304,461,29,56,100
2305,461,30,32,100
2306,462,31,93,100
2307,462,32,42,100
2308,462,33,23,100
2309,462,34,20,100
2310,462,35,94,100
2311,463,56,30,100
2312,463,57,76,100
2313,463,58,69,100
2314,463,59,30,100
2315,463,60,100,100
2316,464,41,95,100
2317,464,42,63,100
2318,464,43,30,100
2319,464,44,54,100
2320,464,45,33,100
2321,465,51,80,100
2322,465,52,66,100
2323,465,53,100,100
2324,465,54,43,100
2325,465,55,89,100
2326,466,46,76,100
2327,466,47,52,100
2328,466,48,100,100
2329,466,49,26,100
2330,466,50,44,100
2331,467,56,22,100
2332,467,57,51,100
2333,467,58,56,100
2334,467,59,100,100
2335,467,60,99,100
2336,468,21,51,100
2337,468,22,71,100
2338,468,23,56,100
2339,468,24,74,100
2340,468,25,54,100
2341,469,11,85,100
2342,469,12,77,100
2343,469,13,49,100
2344,469,14,32,100
2345,469,15,85,100
2346,470,51,39,100
2347,470,52,75,100
2348,470,53,73,100
2349,470,54,42,100
2350,470,55,20,100
2351,471,36,87,100
2352,471,37,31,100
2353,471,38,57,100
2354,471,39,47,100
2355,471,40,24,100
2356,472,16,64,100
2357,472,17,78,100
2358,472,18,88,100
2359,472,19,21,100
2360,472,20,37,100
2361,473,1,28,100
2362,473,2,43,100
2363,473,3,48,100
2364,473,4,90,100
2365,473,5,81,100
2366,474,41,27,100
2367,474,42,59,100
2368,474,43,25,100
2369,474,44,24,100
2370,474,45,77,100
2371,475,41,47,100
2372,475,42,47,100
2373,475,43,64,100
2374,475,44,96,100
2375,475,45,84,100
2376,476,1,82,100
2377,476,2,77,100
2378,476,3,74,100
2379,476,4,56,100
2380,476,5,57,100
2381,477,46,37,100
2382,477,47,46,100
2383,477,48,60,100
2384,477,49,47,100
2385,477,50,95,100
2386,478,36,55,100
2387,478,37,73,100
2388,478,38,62,100
2389,478,39,73,100
2390,478,40,99,100
2391,479,56,90,100
2392,479,57,22,100
2393,479,58,30,100
2394,479,59,45,100
2395,479,60,32,100
2396,480,36,77,100
2397,480,37,82,100
2398,480,38,73,100
2399,480,39,74,100
2400,480,40,26,100
2401,481,26,45,100
2402,481,27,24,100
2403,481,28,33,100
2404,481,29,27,100
2405,481,30,84,100
2406,482,11,22,100
2407,482,12,58,100
2408,482,13,43,100
2409,482,14,34,100
2410,482,15,71,100
2411,483,51,31,100
2412,483,52,73,100
2413,483,53,20,100
2414,483,54,56,100
2415,483,55,30,100
2416,484,31,47,100
2417,484,32,70,100
2418,484,33,93,100
2419,484,34,77,100
2420,484,35,66,100
2421,485,46,31,100
2422,485,47,35,100
2423,485,48,31,100
2424,485,49,83,100
2425,485,50,93,100
2426,486,46,57,100
2427,486,47,34,100
2428,486,48,23,100
2429,486,49,26,100
2430,486,50,69,100
2431,487,16,26,100
2432,487,17,80,100
2433,487,18,73,100
2434,487,19,92,100
2435,487,20,40,100
2436,488,56,73,100
2437,488,57,95,100
2438,488,58,31,100
2439,488,59,73,100
2440,488,60,65,100
2441,489,21,32,100
2442,489,22,75,100
2443,489,23,53,100
2444,489,24,91,100
2445,489,25,21,100
2446,490,21,65,100
2447,490,22,89,100
2448,490,23,96,100
2449,490,24,60,100
2450,490,25,45,100
2451,491,51,28,100
2452,491,52,33,100
2453,491,53,21,100
2454,491,54,97,100
2455,491,55,70,100
2456,492,36,75,100
2457,492,37,52,100
2458,492,38,68,100
2459,492,39,81,100
2460,492,40,29,100
2461,493,6,31,100
2462,493,7,63,100
2463,493,8,24,100
2464,493,9,77,100
2465,493,10,56,100
2466,494,21,89,100
2467,494,22,35,100
2468,494,23,65,100
2469,494,24,86,100
2470,494,25,36,100
2471,495,51,63,100
2472,495,52,24,100
2473,495,53,26,100
2474,495,54,32,100
2475,495,55,67,100
2476,496,26,78,100
2477,496,27,49,100
2478,496,28,51,100
2479,496,29,58,100
2480,496,30,65,100
2481,497,21,23,100
2482,497,22,42,100
2483,497,23,51,100
2484,497,24,74,100
2485,497,25,35,100
2486,498,56,74,100
2487,498,57,35,100
2488,498,58,68,100
2489,498,59,29,100
2490,498,60,28,100
2491,499,46,90,100
2492,499,47,72,100
2493,499,48,30,100
2494,499,49,81,100
2495,499,50,44,100
2496,500,41,73,100
2497,500,42,48,100
2498,500,43,38,100
2499,500,44,72,100
2500,500,45,22,100
2501,501,56,32,100
2502,501,57,78,100
2503,501,58,23,100
2504,501,59,34,100
2505,501,60,21,100
2506,502,36,39,100
2507,502,37,81,100
2508,502,38,62,100
2509,502,39,52,100
2510,502,40,53,100
2511,503,46,60,100
2512,503,47,47,100
2513,503,48,80,100
2514,503,49,24,100
2515,503,50,30,100
2516,504,1,84,100
2517,504,2,43,100
2518,504,3,43,100
2519,504,4,29,100
2520,504,5,85,100
2521,505,1,40,100
2522,505,2,65,100
2523,505,3,51,100
2524,505,4,23,100
2525,505,5,50,100
2526,506,56,46,100
2527,506,57,25,100
2528,506,58,97,100
2529,506,59,54,100
2530,506,60,88,100
2531,507,1,43,100
2532,507,2,68,100
2533,507,3,24,100
2534,507,4,46,100
2535,507,5,81,100
2536,508,56,25,100
2537,508,57,90,100
2538,508,58,57,100
2539,508,59,50,100
2540,508,60,55,100
2541,509,56,92,100
2542,509,57,55,100
2543,509,58,89,100
2544,509,59,41,100
2545,509,60,51,100
2546,510,26,83,100
2547,510,27,84,100
2548,510,28,51,100
2549,510,29,95,100
2550,510,30,81,100
2551,511,46,55,100
2552,511,47,80,100
2553,511,48,51,100
2554,511,49,43,100
2555,511,50,68,100
2556,512,11,97,100
2557,512,12,98,100
2558,512,13,67,100
2559,512,14,43,100
2560,512,15,58,100
2561,513,36,96,100
2562,513,37,46,100
2563,513,38,44,100
2564,513,39,26,100
2565,513,40,34,100
2566,514,51,69,100
2567,514,52,80,100
2568,514,53,41,100
2569,514,54,81,100
2570,514,55,87,100
2571,515,46,98,100
2572,515,47,55,100
2573,515,48,54,100
2574,515,49,78,100
2575,515,50,91,100
2576,516,21,62,100
2577,516,22,97,100
2578,516,23,64,100
2579,516,24,75,100
2580,516,25,85,100
2581,517,41,34,100
2582,517,42,81,100
2583,517,43,63,100
2584,517,44,42,100
2585,517,45,46,100
2586,518,56,71,100
2587,518,57,29,100
2588,518,58,49,100
2589,518,59,91,100
2590,518,60,71,100
2591,519,21,23,100
2592,519,22,90,100
2593,519,23,78,100
2594,519,24,20,100
2595,519,25,100,100
2596,520,21,91,100
2597,520,22,20,100
2598,520,23,99,100
2599,520,24,21,100
2600,520,25,82,100
2601,521,46,43,100
2602,521,47,81,100
2603,521,48,99,100
2604,521,49,20,100
2605,521,50,53,100
2606,522,31,47,100
2607,522,32,68,100
2608,522,33,92,100
2609,522,34,35,100
2610,522,35,62,100
2611,523,16,89,100
2612,523,17,66,100
2613,523,18,35,100
2614,523,19,70,100
2615,523,20,94,100
2616,524,26,69,100
2617,524,27,42,100
2618,524,28,78,100
2619,524,29,84,100
2620,524,30,36,100
2621,525,31,34,100
2622,525,32,27,100
2623,525,33,81,100
2624,525,34,99,100
2625,525,35,70,100
2626,526,1,44,100
2627,526,2,43,100
2628,526,3,52,100
