attendance_id,student_id,date,status
4440,144,2024-01-07,Present
4441,144,2024-01-08,Present
4442,144,2024-01-09,Absent
4443,144,2024-01-10,Present
4444,144,2024-01-11,Present
4445,144,2024-01-12,Present
4446,144,2024-01-13,Present
4447,144,2024-01-14,Present
4448,144,2024-01-15,Absent
4449,144,2024-01-16,Present
4450,144,2024-01-17,Present
4451,144,2024-01-18,Present
4452,144,2024-01-19,Present
4453,144,2024-01-20,Present
4454,144,2024-01-21,Present
4455,144,2024-01-22,Present
4456,144,2024-01-23,Absent
4457,144,2024-01-24,Late
4458,144,2024-01-25,Present
4459,144,2024-01-26,Absent
4460,144,2024-01-27,Present
4461,144,2024-01-28,Present
4462,144,2024-01-29,Present
4463,144,2024-01-30,Present
4464,144,2024-01-31,Present
4465,145,2024-01-01,Present
4466,145,2024-01-02,Present
4467,145,2024-01-03,Present
4468,145,2024-01-04,Absent
4469,145,2024-01-05,Present
4470,145,2024-01-06,Present
4471,145,2024-01-07,Present
4472,145,2024-01-08,Present
4473,145,2024-01-09,Present
4474,145,2024-01-10,Present
4475,145,2024-01-11,Late
4476,145,2024-01-12,Present
4477,145,2024-01-13,Present
4478,145,2024-01-14,Present
4479,145,2024-01-15,Absent
4480,145,2024-01-16,Present
4481,145,2024-01-17,Present
4482,145,2024-01-18,Present
4483,145,2024-01-19,Present
4484,145,2024-01-20,Present
4485,145,2024-01-21,Late
4486,145,2024-01-22,Present
4487,145,2024-01-23,Present
4488,145,2024-01-24,Present
4489,145,2024-01-25,Absent
4490,145,2024-01-26,Present
4491,145,2024-01-27,Absent
4492,145,2024-01-28,Absent
4493,145,2024-01-29,Absent
4494,145,2024-01-30,Present
4495,145,2024-01-31,Present
4496,146,2024-01-01,Present
4497,146,2024-01-02,Present
4498,146,2024-01-03,Present
4499,146,2024-01-04,Present
4500,146,2024-01-05,Present
4501,146,2024-01-06,Present
4502,146,2024-01-07,Present
4503,146,2024-01-08,Present
4504,146,2024-01-09,Present
4505,146,2024-01-10,Absent
4506,146,2024-01-11,Present
4507,146,2024-01-12,Present
4508,146,2024-01-13,Present
4509,146,2024-01-14,Present
4510,146,2024-01-15,Present
4511,146,2024-01-16,Present
4512,146,2024-01-17,Present
4513,146,2024-01-18,Absent
4514,146,2024-01-19,Present
4515,146,2024-01-20,Present
4516,146,2024-01-21,Present
4517,146,2024-01-22,Present
4518,146,2024-01-23,Present
4519,146,2024-01-24,Present
4520,146,2024-01-25,Present
4521,146,2024-01-26,Absent
4522,146,2024-01-27,Present
4523,146,2024-01-28,Present
4524,146,2024-01-29,Absent
4525,146,2024-01-30,Absent
4526,146,2024-01-31,Present
4527,147,2024-01-01,Present
4528,147,2024-01-02,Present
4529,147,2024-01-03,Present
4530,147,2024-01-04,Present
4531,147,2024-01-05,Absent
4532,147,2024-01-06,Present
4533,147,2024-01-07,Present
4534,147,2024-01-08,Late
4535,147,2024-01-09,Absent
4536,147,2024-01-10,Present
4537,147,2024-01-11,Present
4538,147,2024-01-12,Present
4539,147,2024-01-13,Present
4540,147,2024-01-14,Present
4541,147,2024-01-15,Absent
4542,147,2024-01-16,Present
4543,147,2024-01-17,Present
4544,147,2024-01-18,Present
4545,147,2024-01-19,Present
4546,147,2024-01-20,Present
4547,147,2024-01-21,Present
4548,147,2024-01-22,Absent
4549,147,2024-01-23,Late
4550,147,2024-01-24,Present
4551,147,2024-01-25,Present
4552,147,2024-01-26,Present
4553,147,2024-01-27,Present
4554,147,2024-01-28,Present
4555,147,2024-01-29,Present
4556,147,2024-01-30,Present
4557,147,2024-01-31,Present
4558,148,2024-01-01,Present
4559,148,2024-01-02,Present
4560,148,2024-01-03,Present
4561,148,2024-01-04,Present
4562,148,2024-01-05,Present
4563,148,2024-01-06,Absent
4564,148,2024-01-07,Present
4565,148,2024-01-08,Present
4566,148,2024-01-09,Present
4567,148,2024-01-10,Present
4568,148,2024-01-11,Absent
4569,148,2024-01-12,Late
4570,148,2024-01-13,Present
4571,148,2024-01-14,Present
4572,148,2024-01-15,Absent
4573,148,2024-01-16,Present
4574,148,2024-01-17,Present
4575,148,2024-01-18,Present
4576,148,2024-01-19,Absent
4577,148,2024-01-20,Present
4578,148,2024-01-21,Absent
4579,148,2024-01-22,Present
4580,148,2024-01-23,Present
4581,148,2024-01-24,Absent
4582,148,2024-01-25,Present
4583,148,2024-01-26,Present
4584,148,2024-01-27,Present
4585,148,2024-01-28,Present
4586,148,2024-01-29,Present
4587,148,2024-01-30,Present
4588,148,2024-01-31,Present
4589,149,2024-01-01,Present
4590,149,2024-01-02,Absent
4591,149,2024-01-03,Present
4592,149,2024-01-04,Present
4593,149,2024-01-05,Absent
4594,149,2024-01-06,Present
4595,149,2024-01-07,Present
4596,149,2024-01-08,Present
4597,149,2024-01-09,Present
4598,149,2024-01-10,Present
4599,149,2024-01-11,Present
4600,149,2024-01-12,Present
4601,149,2024-01-13,Absent
4602,149,2024-01-14,Present
4603,149,2024-01-15,Present
4604,149,2024-01-16,Present
4605,149,2024-01-17,Present
4606,149,2024-01-18,Absent
4607,149,2024-01-19,Late
4608,149,2024-01-20,Present
4609,149,2024-01-21,Present
4610,149,2024-01-22,Present
4611,149,2024-01-23,Present
4612,149,2024-01-24,Present
4613,149,2024-01-25,Present
4614,149,2024-01-26,Present
4615,149,2024-01-27,Present
4616,149,2024-01-28,Present
4617,149,2024-01-29,Present
4618,149,2024-01-30,Present
4619,149,2024-01-31,Present
4620,150,2024-01-01,Present
4621,150,2024-01-02,Present
4622,150,2024-01-03,Absent
4623,150,2024-01-04,Present
4624,150,2024-01-05,Present
4625,150,2024-01-06,Absent
4626,150,2024-01-07,Present
4627,150,2024-01-08,Present
4628,150,2024-01-09,Present
4629,150,2024-01-10,Present
4630,150,2024-01-11,Present
4631,150,2024-01-12,Present
4632,150,2024-01-13,Present
4633,150,2024-01-14,Present
4634,150,2024-01-15,Absent
4635,150,2024-01-16,Present
4636,150,2024-01-17,Present
4637,150,2024-01-18,Present
4638,150,2024-01-19,Present
4639,150,2024-01-20,Present
4640,150,2024-01-21,Present
4641,150,2024-01-22,Absent
4642,150,2024-01-23,Present
4643,150,2024-01-24,Present
4644,150,2024-01-25,Present
4645,150,2024-01-26,Present
4646,150,2024-01-27,Present
4647,150,2024-01-28,Present
4648,150,2024-01-29,Absent
4649,150,2024-01-30,Present
4650,150,2024-01-31,Present
4651,151,2024-01-01,Present
4652,151,2024-01-02,Present
4653,151,2024-01-03,Present
4654,151,2024-01-04,Late
4655,151,2024-01-05,Present
4656,151,2024-01-06,Present
4657,151,2024-01-07,Present
4658,151,2024-01-08,Absent
4659,151,2024-01-09,Present
4660,151,2024-01-10,Present
4661,151,2024-01-11,Present
4662,151,2024-01-12,Absent
4663,151,2024-01-13,Present
4664,151,2024-01-14,Present
4665,151,2024-01-15,Absent
4666,151,2024-01-16,Present
4667,151,2024-01-17,Present
4668,151,2024-01-18,Present
4669,151,2024-01-19,Late
4670,151,2024-01-20,Present
4671,151,2024-01-21,Late
4672,151,2024-01-22,Present
4673,151,2024-01-23,Present
4674,151,2024-01-24,Present
4675,151,2024-01-25,Present
4676,151,2024-01-26,Present
4677,151,2024-01-27,Present
4678,151,2024-01-28,Present
4679,151,2024-01-29,Present
4680,151,2024-01-30,Present
4681,151,2024-01-31,Present
4682,152,2024-01-01,Present
4683,152,2024-01-02,Present
4684,152,2024-01-03,Present
4685,152,2024-01-04,Present
4686,152,2024-01-05,Present
4687,152,2024-01-06,Present
4688,152,2024-01-07,Absent
4689,152,2024-01-08,Present
4690,152,2024-01-09,Present
4691,152,2024-01-10,Present
4692,152,2024-01-11,Present
4693,152,2024-01-12,Absent
4694,152,2024-01-13,Late
4695,152,2024-01-14,Present
4696,152,2024-01-15,Present
4697,152,2024-01-16,Present
4698,152,2024-01-17,Absent
4699,152,2024-01-18,Present
4700,152,2024-01-19,Present
4701,152,2024-01-20,Present
4702,152,2024-01-21,Absent
4703,152,2024-01-22,Late
4704,152,2024-01-23,Absent
4705,152,2024-01-24,Present
4706,152,2024-01-25,Present
4707,152,2024-01-26,Present
4708,152,2024-01-27,Present
4709,152,2024-01-28,Present
4710,152,2024-01-29,Present
4711,152,2024-01-30,Late
4712,152,2024-01-31,Present
4713,153,2024-01-01,Present
4714,153,2024-01-02,Present
4715,153,2024-01-03,Present
4716,153,2024-01-04,Present
4717,153,2024-01-05,Present
4718,153,2024-01-06,Late
4719,153,2024-01-07,Present
4720,153,2024-01-08,Late
4721,153,2024-01-09,Present
4722,153,2024-01-10,Present
4723,153,2024-01-11,Present
4724,153,2024-01-12,Present
4725,153,2024-01-13,Present
4726,153,2024-01-14,Present
4727,153,2024-01-15,Present
4728,153,2024-01-16,Present
4729,153,2024-01-17,Present
4730,153,2024-01-18,Present
4731,153,2024-01-19,Present
4732,153,2024-01-20,Present
4733,153,2024-01-21,Present
4734,153,2024-01-22,Present
4735,153,2024-01-23,Present
4736,153,2024-01-24,Present
4737,153,2024-01-25,Present
4738,153,2024-01-26,Present
4739,153,2024-01-27,Present
4740,153,2024-01-28,Present
4741,153,2024-01-29,Present
4742,153,2024-01-30,Present
4743,153,2024-01-31,Present
4744,154,2024-01-01,Present
4745,154,2024-01-02,Present
4746,154,2024-01-03,Present
4747,154,2024-01-04,Present
4748,154,2024-01-05,Present
4749,154,2024-01-06,Absent
4750,154,2024-01-07,Present
4751,154,2024-01-08,Present
4752,154,2024-01-09,Present
4753,154,2024-01-10,Present
4754,154,2024-01-11,Present
4755,154,2024-01-12,Present
4756,154,2024-01-13,Absent
4757,154,2024-01-14,Present
4758,154,2024-01-15,Present
4759,154,2024-01-16,Present
4760,154,2024-01-17,Present
4761,154,2024-01-18,Present
4762,154,2024-01-19,Present
4763,154,2024-01-20,Present
4764,154,2024-01-21,Present
4765,154,2024-01-22,Present
4766,154,2024-01-23,Present
4767,154,2024-01-24,Absent
4768,154,2024-01-25,Present
4769,154,2024-01-26,Present
4770,154,2024-01-27,Present
4771,154,2024-01-28,Present
4772,154,2024-01-29,Present
4773,154,2024-01-30,Absent
4774,154,2024-01-31,Present
4775,155,2024-01-01,Present
4776,155,2024-01-02,Present
4777,155,2024-01-03,Absent
4778,155,2024-01-04,Present
4779,155,2024-01-05,Present
4780,155,2024-01-06,Absent
4781,155,2024-01-07,Present
4782,155,2024-01-08,Present
4783,155,2024-01-09,Present
4784,155,2024-01-10,Present
4785,155,2024-01-11,Present
4786,155,2024-01-12,Absent
4787,155,2024-01-13,Present
4788,155,2024-01-14,Present
4789,155,2024-01-15,Present
4790,155,2024-01-16,Present
4791,155,2024-01-17,Present
4792,155,2024-01-18,Present
4793,155,2024-01-19,Absent
4794,155,2024-01-20,Present
4795,155,2024-01-21,Present
4796,155,2024-01-22,Absent
4797,155,2024-01-23,Present
4798,155,2024-01-24,Present
4799,155,2024-01-25,Present
4800,155,2024-01-26,Present
4801,155,2024-01-27,Present
4802,155,2024-01-28,Absent
4803,155,2024-01-29,Present
4804,155,2024-01-30,Present
4805,155,2024-01-31,Present
4806,156,2024-01-01,Present
4807,156,2024-01-02,Present
4808,156,2024-01-03,Present
4809,156,2024-01-04,Present
4810,156,2024-01-05,Present
4811,156,2024-01-06,Absent
4812,156,2024-01-07,Present
4813,156,2024-01-08,Present
4814,156,2024-01-09,Present
4815,156,2024-01-10,Absent
4816,156,2024-01-11,Present
4817,156,2024-01-12,Present
4818,156,2024-01-13,Present
4819,156,2024-01-14,Present
4820,156,2024-01-15,Present
4821,156,2024-01-16,Present
4822,156,2024-01-17,Present
4823,156,2024-01-18,Present
4824,156,2024-01-19,Present
4825,156,2024-01-20,Present
4826,156,2024-01-21,Present
4827,156,2024-01-22,Present
4828,156,2024-01-23,Present
4829,156,2024-01-24,Present
4830,156,2024-01-25,Present
4831,156,2024-01-26,Present
4832,156,2024-01-27,Absent
4833,156,2024-01-28,Present
4834,156,2024-01-29,Present
4835,156,2024-01-30,Present
4836,156,2024-01-31,Present
4837,157,2024-01-01,Present
4838,157,2024-01-02,Present
4839,157,2024-01-03,Present
4840,157,2024-01-04,Absent
4841,157,2024-01-05,Present
4842,157,2024-01-06,Present
4843,157,2024-01-07,Present
4844,157,2024-01-08,Present
4845,157,2024-01-09,Present
4846,157,2024-01-10,Present
4847,157,2024-01-11,Present
4848,157,2024-01-12,Absent
4849,157,2024-01-13,Present
4850,157,2024-01-14,Absent
4851,157,2024-01-15,Present
4852,157,2024-01-16,Absent
4853,157,2024-01-17,Absent
4854,157,2024-01-18,Present
4855,157,2024-01-19,Present
4856,157,2024-01-20,Present
4857,157,2024-01-21,Present
4858,157,2024-01-22,Present
4859,157,2024-01-23,Absent
4860,157,2024-01-24,Present
4861,157,2024-01-25,Absent
4862,157,2024-01-26,Present
4863,157,2024-01-27,Present
4864,157,2024-01-28,Absent
4865,157,2024-01-29,Present
4866,157,2024-01-30,Present
4867,157,2024-01-31,Present
4868,158,2024-01-01,Present
4869,158,2024-01-02,Present
4870,158,2024-01-03,Present
4871,158,2024-01-04,Present
4872,158,2024-01-05,Absent
4873,158,2024-01-06,Present
4874,158,2024-01-07,Present
4875,158,2024-01-08,Present
4876,158,2024-01-09,Present
4877,158,2024-01-10,Present
4878,158,2024-01-11,Present
4879,158,2024-01-12,Present
4880,158,2024-01-13,Absent
4881,158,2024-01-14,Present
4882,158,2024-01-15,Present
4883,158,2024-01-16,Present
4884,158,2024-01-17,Present
4885,158,2024-01-18,Present
4886,158,2024-01-19,Present
4887,158,2024-01-20,Present
4888,158,2024-01-21,Present
4889,158,2024-01-22,Present
4890,158,2024-01-23,Present
4891,158,2024-01-24,Present
4892,158,2024-01-25,Present
4893,158,2024-01-26,Present
4894,158,2024-01-27,Present
4895,158,2024-01-28,Present
4896,158,2024-01-29,Present
4897,158,2024-01-30,Present
4898,158,2024-01-31,Present
4899,159,2024-01-01,Present
4900,159,2024-01-02,Present
4901,159,2024-01-03,Late
4902,159,2024-01-04,Present
4903,159,2024-01-05,Present
4904,159,2024-01-06,Present
4905,159,2024-01-07,Present
4906,159,2024-01-08,Absent
4907,159,2024-01-09,Present
4908,159,2024-01-10,Absent
4909,159,2024-01-11,Present
4910,159,2024-01-12,Present
4911,159,2024-01-13,Present
4912,159,2024-01-14,Present
4913,159,2024-01-15,Late
4914,159,2024-01-16,Present
4915,159,2024-01-17,Absent
4916,159,2024-01-18,Absent
4917,159,2024-01-19,Absent
4918,159,2024-01-20,Present
4919,159,2024-01-21,Absent
4920,159,2024-01-22,Present
4921,159,2024-01-23,Absent
4922,159,2024-01-24,Late
4923,159,2024-01-25,Present
4924,159,2024-01-26,Present
4925,159,2024-01-27,Present
4926,159,2024-01-28,Present
4927,159,2024-01-29,Present
4928,159,2024-01-30,Present
4929,159,2024-01-31,Present
4930,160,2024-01-01,Present
4931,160,2024-01-02,Absent
4932,160,2024-01-03,Absent
4933,160,2024-01-04,Present
4934,160,2024-01-05,Present
4935,160,2024-01-06,Present
4936,160,2024-01-07,Present
4937,160,2024-01-08,Present
4938,160,2024-01-09,Present
4939,160,2024-01-10,Present
4940,160,2024-01-11,Present
4941,160,2024-01-12,Present
4942,160,2024-01-13,Absent
4943,160,2024-01-14,Absent
4944,160,2024-01-15,Present
4945,160,2024-01-16,Present
4946,160,2024-01-17,Present
4947,160,2024-01-18,Absent
4948,160,2024-01-19,Present
4949,160,2024-01-20,Present
4950,160,2024-01-21,Present
4951,160,2024-01-22,Present
4952,160,2024-01-23,Present
4953,160,2024-01-24,Present
4954,160,2024-01-25,Absent
4955,160,2024-01-26,Late
4956,160,2024-01-27,Present
4957,160,2024-01-28,Present
4958,160,2024-01-29,Present
4959,160,2024-01-30,Present
4960,160,2024-01-31,Present
4961,161,2024-01-01,Present
4962,161,2024-01-02,Present
4963,161,2024-01-03,Present
4964,161,2024-01-04,Present
4965,161,2024-01-05,Present
4966,161,2024-01-06,Present
4967,161,2024-01-07,Present
4968,161,2024-01-08,Present
4969,161,2024-01-09,Present
4970,161,2024-01-10,Present
4971,161,2024-01-11,Absent
4972,161,2024-01-12,Present
4973,161,2024-01-13,Present
4974,161,2024-01-14,Present
4975,161,2024-01-15,Present
4976,161,2024-01-16,Present
4977,161,2024-01-17,Absent
4978,161,2024-01-18,Present
4979,161,2024-01-19,Late
4980,161,2024-01-20,Present
4981,161,2024-01-21,Present
4982,161,2024-01-22,Present
4983,161,2024-01-23,Present
4984,161,2024-01-24,Present
4985,161,2024-01-25,Present
4986,161,2024-01-26,Absent
4987,161,2024-01-27,Present
4988,161,2024-01-28,Absent
4989,161,2024-01-29,Present
4990,161,2024-01-30,Absent
4991,161,2024-01-31,Present
4992,162,2024-01-01,Present
4993,162,2024-01-02,Late
4994,162,2024-01-03,Absent
4995,162,2024-01-04,Present
4996,162,2024-01-05,Present
4997,162,2024-01-06,Present
4998,162,2024-01-07,Present
4999,162,2024-01-08,Present
5000,162,2024-01-09,Present
5001,162,2024-01-10,Absent
5002,162,2024-01-11,Absent
5003,162,2024-01-12,Present
5004,162,2024-01-13,Present
5005,162,2024-01-14,Present
5006,162,2024-01-15,Present
5007,162,2024-01-16,Present
5008,162,2024-01-17,Present
5009,162,2024-01-18,Present
5010,162,2024-01-19,Present
5011,162,2024-01-20,Present
5012,162,2024-01-21,Absent
5013,162,2024-01-22,Present
5014,162,2024-01-23,Present
5015,162,2024-01-24,Absent
5016,162,2024-01-25,Present
5017,162,2024-01-26,Absent
5018,162,2024-01-27,Present
5019,162,2024-01-28,Present
5020,162,2024-01-29,Absent
5021,162,2024-01-30,Present
5022,162,2024-01-31,Present
5023,163,2024-01-01,Present
5024,163,2024-01-02,Present
5025,163,2024-01-03,Present
5026,163,2024-01-04,Absent
5027,163,2024-01-05,Absent
5028,163,2024-01-06,Present
5029,163,2024-01-07,Present
5030,163,2024-01-08,Present
5031,163,2024-01-09,Present
5032,163,2024-01-10,Absent
5033,163,2024-01-11,Present
5034,163,2024-01-12,Present
5035,163,2024-01-13,Late
5036,163,2024-01-14,Absent
5037,163,2024-01-15,Present
5038,163,2024-01-16,Late
5039,163,2024-01-17,Present
5040,163,2024-01-18,Present
5041,163,2024-01-19,Present
5042,163,2024-01-20,Present
5043,163,2024-01-21,Present
5044,163,2024-01-22,Present
5045,163,2024-01-23,Present
5046,163,2024-01-24,Absent
5047,163,2024-01-25,Present
5048,163,2024-01-26,Present
5049,163,2024-01-27,Absent
5050,163,2024-01-28,Present
5051,163,2024-01-29,Present
5052,163,2024-01-30,Present
5053,163,2024-01-31,Present
5054,164,2024-01-01,Present
5055,164,2024-01-02,Present
5056,164,2024-01-03,Present
5057,164,2024-01-04,Absent
5058,164,2024-01-05,Present
5059,164,2024-01-06,Present
5060,164,2024-01-07,Present
5061,164,2024-01-08,Present
5062,164,2024-01-09,Present
5063,164,2024-01-10,Present
5064,164,2024-01-11,Present
5065,164,2024-01-12,Absent
5066,164,2024-01-13,Present
5067,164,2024-01-14,Present
5068,164,2024-01-15,Present
5069,164,2024-01-16,Present
5070,164,2024-01-17,Present
5071,164,2024-01-18,Present
5072,164,2024-01-19,Present
5073,164,2024-01-20,Present
5074,164,2024-01-21,Present
5075,164,2024-01-22,Absent
5076,164,2024-01-23,Present
5077,164,2024-01-24,Absent
5078,164,2024-01-25,Present
5079,164,2024-01-26,Absent
5080,164,2024-01-27,Present
5081,164,2024-01-28,Present
5082,164,2024-01-29,Absent
5083,164,2024-01-30,Present
5084,164,2024-01-31,Present
5085,165,2024-01-01,Present
5086,165,2024-01-02,Present
5087,165,2024-01-03,Present
5088,165,2024-01-04,Present
5089,165,2024-01-05,Present
5090,165,2024-01-06,Present
5091,165,2024-01-07,Present
5092,165,2024-01-08,Present
5093,165,2024-01-09,Present
5094,165,2024-01-10,Present
5095,165,2024-01-11,Present
5096,165,2024-01-12,Absent
5097,165,2024-01-13,Present
5098,165,2024-01-14,Present
5099,165,2024-01-15,Present
5100,165,2024-01-16,Present
5101,165,2024-01-17,Late
5102,165,2024-01-18,Present
5103,165,2024-01-19,Present
5104,165,2024-01-20,Present
5105,165,2024-01-21,Present
5106,165,2024-01-22,Absent
5107,165,2024-01-23,Present
5108,165,2024-01-24,Absent
5109,165,2024-01-25,Absent
5110,165,2024-01-26,Absent
5111,165,2024-01-27,Present
5112,165,2024-01-28,Present
5113,165,2024-01-29,Late
5114,165,2024-01-30,Present
5115,165,2024-01-31,Present
5116,166,2024-01-01,Present
5117,166,2024-01-02,Present
5118,166,2024-01-03,Present
5119,166,2024-01-04,Present
5120,166,2024-01-05,Present
5121,166,2024-01-06,Present
5122,166,2024-01-07,Absent
5123,166,2024-01-08,Present
5124,166,2024-01-09,Present
5125,166,2024-01-10,Late
5126,166,2024-01-11,Absent
5127,166,2024-01-12,Present
5128,166,2024-01-13,Present
5129,166,2024-01-14,Present
5130,166,2024-01-15,Present
5131,166,2024-01-16,Present
5132,166,2024-01-17,Present
5133,166,2024-01-18,Present
5134,166,2024-01-19,Present
5135,166,2024-01-20,Present
5136,166,2024-01-21,Absent
5137,166,2024-01-22,Present
5138,166,2024-01-23,Present
5139,166,2024-01-24,Present
5140,166,2024-01-25,Present
5141,166,2024-01-26,Present
5142,166,2024-01-27,Present
5143,166,2024-01-28,Present
5144,166,2024-01-29,Present
5145,166,2024-01-30,Present
5146,166,2024-01-31,Present
5147,167,2024-01-01,Present
5148,167,2024-01-02,Present
5149,167,2024-01-03,Present
5150,167,2024-01-04,Present
5151,167,2024-01-05,Present
5152,167,2024-01-06,Absent
5153,167,2024-01-07,Present
5154,167,2024-01-08,Present
5155,167,2024-01-09,Present
5156,167,2024-01-10,Present
5157,167,2024-01-11,Late
5158,167,2024-01-12,Late
5159,167,2024-01-13,Absent
5160,167,2024-01-14,Present
5161,167,2024-01-15,Present
5162,167,2024-01-16,Late
5163,167,2024-01-17,Present
5164,167,2024-01-18,Present
5165,167,2024-01-19,Present
5166,167,2024-01-20,Present
5167,167,2024-01-21,Present
5168,167,2024-01-22,Present
5169,167,2024-01-23,Present
5170,167,2024-01-24,Present
5171,167,2024-01-25,Present
5172,167,2024-01-26,Present
5173,167,2024-01-27,Present
5174,167,2024-01-28,Present
5175,167,2024-01-29,Present
5176,167,2024-01-30,Present
5177,167,2024-01-31,Present
5178,168,2024-01-01,Present
5179,168,2024-01-02,Present
5180,168,2024-01-03,Present
5181,168,2024-01-04,Present
5182,168,2024-01-05,Present
5183,168,2024-01-06,Present
5184,168,2024-01-07,Present
5185,168,2024-01-08,Present
5186,168,2024-01-09,Present
5187,168,2024-01-10,Present
5188,168,2024-01-11,Present
5189,168,2024-01-12,Present
5190,168,2024-01-13,Present
5191,168,2024-01-14,Present
5192,168,2024-01-15,Present
5193,168,2024-01-16,Present
5194,168,2024-01-17,Present
5195,168,2024-01-18,Present
5196,168,2024-01-19,Present
5197,168,2024-01-20,Present
5198,168,2024-01-21,Absent
5199,168,2024-01-22,Present
5200,168,2024-01-23,Present
5201,168,2024-01-24,Present
5202,168,2024-01-25,Absent
5203,168,2024-01-26,Present
5204,168,2024-01-27,Present
5205,168,2024-01-28,Present
5206,168,2024-01-29,Present
5207,168,2024-01-30,Present
5208,168,2024-01-31,Present
5209,169,2024-01-01,Present
5210,169,2024-01-02,Present
5211,169,2024-01-03,Present
5212,169,2024-01-04,Present
5213,169,2024-01-05,Present
5214,169,2024-01-06,Present
5215,169,2024-01-07,Absent
5216,169,2024-01-08,Late
5217,169,2024-01-09,Present
5218,169,2024-01-10,Present
5219,169,2024-01-11,Present
5220,169,2024-01-12,Present
5221,169,2024-01-13,Present
5222,169,2024-01-14,Present
5223,169,2024-01-15,Absent
5224,169,2024-01-16,Present
5225,169,2024-01-17,Present
5226,169,2024-01-18,Present
5227,169,2024-01-19,Present
5228,169,2024-01-20,Absent
5229,169,2024-01-21,Present
5230,169,2024-01-22,Present
5231,169,2024-01-23,Present
5232,169,2024-01-24,Present
5233,169,2024-01-25,Present
5234,169,2024-01-26,Present
5235,169,2024-01-27,Present
5236,169,2024-01-28,Present
5237,169,2024-01-29,Present
5238,169,2024-01-30,Absent
5239,169,2024-01-31,Present
5240,170,2024-01-01,Absent
5241,170,2024-01-02,Present
5242,170,2024-01-03,Present
5243,170,2024-01-04,Present
5244,170,2024-01-05,Present
5245,170,2024-01-06,Present
5246,170,2024-01-07,Absent
5247,170,2024-01-08,Absent
5248,170,2024-01-09,Present
5249,170,2024-01-10,Present
5250,170,2024-01-11,Present
5251,170,2024-01-12,Present
5252,170,2024-01-13,Present
5253,170,2024-01-14,Present
5254,170,2024-01-15,Present
5255,170,2024-01-16,Present
5256,170,2024-01-17,Absent
5257,170,2024-01-18,Present
5258,170,2024-01-19,Present
5259,170,2024-01-20,Absent
5260,170,2024-01-21,Present
5261,170,2024-01-22,Present
5262,170,2024-01-23,Late
5263,170,2024-01-24,Absent
5264,170,2024-01-25,Present
5265,170,2024-01-26,Present
5266,170,2024-01-27,Present
5267,170,2024-01-28,Present
5268,170,2024-01-29,Present
5269,170,2024-01-30,Present
5270,170,2024-01-31,Present
5271,171,2024-01-01,Present
5272,171,2024-01-02,Present
5273,171,2024-01-03,Present
5274,171,2024-01-04,Absent
5275,171,2024-01-05,Present
5276,171,2024-01-06,Present
5277,171,2024-01-07,Present
5278,171,2024-01-08,Present
5279,171,2024-01-09,Present
5280,171,2024-01-10,Absent
5281,171,2024-01-11,Present
5282,171,2024-01-12,Present
5283,171,2024-01-13,Present
5284,171,2024-01-14,Present
5285,171,2024-01-15,Present
5286,171,2024-01-16,Present
5287,171,2024-01-17,Present
5288,171,2024-01-18,Absent
5289,171,2024-01-19,Present
5290,171,2024-01-20,Present
5291,171,2024-01-21,Present
5292,171,2024-01-22,Present
5293,171,2024-01-23,Present
5294,171,2024-01-24,Absent
5295,171,2024-01-25,Absent
5296,171,2024-01-26,Present
5297,171,2024-01-27,Present
5298,171,2024-01-28,Present
5299,171,2024-01-29,Present
5300,171,2024-01-30,Present
5301,171,2024-01-31,Present
5302,172,2024-01-01,Absent
5303,172,2024-01-02,Present
5304,172,2024-01-03,Absent
5305,172,2024-01-04,Present
5306,172,2024-01-05,Present
5307,172,2024-01-06,Present
5308,172,2024-01-07,Present
5309,172,2024-01-08,Present
5310,172,2024-01-09,Present
5311,172,2024-01-10,Present
5312,172,2024-01-11,Present
5313,172,2024-01-12,Present
5314,172,2024-01-13,Present
5315,172,2024-01-14,Late
5316,172,2024-01-15,Present
5317,172,2024-01-16,Present
5318,172,2024-01-17,Present
5319,172,2024-01-18,Absent
5320,172,2024-01-19,Late
5321,172,2024-01-20,Present
5322,172,2024-01-21,Absent
5323,172,2024-01-22,Present
5324,172,2024-01-23,Present
5325,172,2024-01-24,Present
5326,172,2024-01-25,Present
5327,172,2024-01-26,Present
5328,172,2024-01-27,Present
5329,172,2024-01-28,Present
5330,172,2024-01-29,Present
5331,172,2024-01-30,Present
5332,172,2024-01-31,Present
5333,173,2024-01-01,Absent
5334,173,2024-01-02,Absent
5335,173,2024-01-03,Present
5336,173,2024-01-04,Present
5337,173,2024-01-05,Present
5338,173,2024-01-06,Present
5339,173,2024-01-07,Absent
5340,173,2024-01-08,Present
5341,173,2024-01-09,Present
5342,173,2024-01-10,Present
5343,173,2024-01-11,Present
5344,173,2024-01-12,Present
5345,173,2024-01-13,Absent
5346,173,2024-01-14,Present
5347,173,2024-01-15,Present
5348,173,2024-01-16,Absent
5349,173,2024-01-17,Present
5350,173,2024-01-18,Absent
5351,173,2024-01-19,Present
5352,173,2024-01-20,Absent
5353,173,2024-01-21,Present
5354,173,2024-01-22,Present
5355,173,2024-01-23,Present
5356,173,2024-01-24,Present
5357,173,2024-01-25,Present
5358,173,2024-01-26,Present
5359,173,2024-01-27,Present
5360,173,2024-01-28,Present
5361,173,2024-01-29,Present
5362,173,2024-01-30,Present
